,Close_^DJI,Close_^FCHI,Close_^FTSE,Close_^GDAXI,Close_^GSPTSE,Close_^HSI,Close_^IXIC,Close_^N225,Volume_^DJI,Volume_^FCHI,Volume_^FTSE,Volume_^GDAXI,Volume_^GSPTSE,Volume_^HSI,Volume_^IXIC,Volume_^N225,SP500_Open,SP500_Close,SP500_Volume,SP500_Wk_Vol,MORTGAGE30US,FF,WGS10YR,WAAA,WTB3MS,ICSA,WGS1YR,WGS2YR,NFCI,WTREGEN,WGS5YR,WBAA,DPSACBW027SBOG,WCOILWTICO,WGS30YR,WRESBAL,WGS20YR,MORTGAGE15US,WPRIME,CCSA,TOTCI
1995-01-23,3867.409912109375,1772.800048828125,2954.199951171875,2013.030029296875,4049.39990234375,6967.89990234375,759.510009765625,17785.490234375,31630000.0,0.0,0.0,0.0,485200.0,0.0,276420000.0,0.0,464.7799987792969,465.82000732421875,325830000.0,9.28997802734375,9.05,5.45,7.74,8.44,5.7,325000.0,7.02,7.48,-0.47361,6.525,7.73,9.06,2538.8583,18.45,7.82,24.437,7.95,8.7,8.5,2473000.0,652.9448
1995-01-30,3832.080078125,1813.4000244140625,2995.89990234375,2026.6800537109375,3991.39990234375,7342.7001953125,751.8300170898438,18752.880859375,34450000.0,0.0,0.0,0.0,435900.0,0.0,259470000.0,0.0,470.3900146484375,468.510009765625,318550000.0,10.219970703125,9.13,5.42,7.78,8.49,5.77,324000.0,6.95,7.45,-0.5168,5.919,7.74,9.1,2544.4939,18.34,7.86,19.804,7.97,8.76,8.5,2532000.0,656.479
1995-02-06,3937.72998046875,1872.0999755859375,3062.0,2085.080078125,4119.7998046875,7897.7998046875,778.8499755859375,18667.23046875,29340000.0,0.0,0.0,0.0,496100.0,0.0,298480000.0,0.0,478.6400146484375,481.1400146484375,325660000.0,14.46002197265625,8.94,5.63,7.62,8.33,5.82,324000.0,6.88,7.27,-0.55994,8.63,7.54,8.92,2556.463,18.5,7.72,19.404,7.81,8.59,8.57,2501000.0,662.6805
1995-02-13,3954.2099609375,1850.0999755859375,3081.10009765625,2118.9599609375,4100.39990234375,7974.7998046875,789.4199829101562,18313.859375,19380000.0,0.0,0.0,0.0,457000.0,0.0,300360000.0,0.0,481.4599914550781,481.6499938964844,256270000.0,10.079986572265625,8.8,5.95,7.56,8.28,5.79,348000.0,6.79,7.22,-0.59796,6.864,7.47,8.87,2534.8822,18.42,7.66,20.24,7.76,8.45,9.0,2515000.0,663.6593
1995-02-20,3953.5400390625,1802.199951171875,3018.60009765625,2101.97998046875,4106.60009765625,7906.7001953125,786.969970703125,17956.48046875,36110000.0,0.0,0.0,0.0,261500.0,0.0,294510000.0,0.0,485.1499938964844,481.9700012207031,347970000.0,6.010009765625,8.84,5.93,7.48,8.26,5.75,343000.0,6.7,7.15,-0.62745,4.789,7.4,8.85,2544.9957,18.55,7.6,21.838,7.73,8.46,9.0,2541000.0,665.9126
1995-02-27,3988.570068359375,1802.199951171875,3025.300048828125,2106.050048828125,4094.10009765625,8126.7001953125,784.5,16808.69921875,25820000.0,0.0,0.0,0.0,497400.0,0.0,272260000.0,0.0,488.260009765625,483.80999755859375,285790000.0,6.010009765625,8.73,5.94,7.36,8.23,5.72,336000.0,6.54,6.96,-0.64789,5.707,7.23,8.82,2543.3961,18.75,7.56,22.217,7.69,8.34,9.0,2533000.0,666.3203
1995-03-06,3997.56005859375,1773.300048828125,3001.89990234375,2069.949951171875,4117.10009765625,8093.89990234375,797.77001953125,17040.720703125,30840000.0,0.0,0.0,0.0,466000.0,0.0,265110000.0,0.0,485.4200134277344,485.6300048828125,298870000.0,6.760009765625,8.53,5.88,7.27,8.17,5.74,339000.0,6.47,6.83,-0.65891,5.177,7.1,8.76,2565.1718,18.5,7.49,23.218,7.61,8.15,9.0,2518000.0,672.3531
1995-03-13,4025.22998046875,1721.800048828125,3011.800048828125,1974.1400146484375,4177.89990234375,8111.2998046875,802.3099975585938,16477.640625,25950000.0,0.0,0.0,0.0,505200.0,0.0,281070000.0,0.0,489.57000732421875,490.04998779296875,275280000.0,11.579986572265625,8.62,5.93,7.35,8.22,5.76,347000.0,6.54,6.91,-0.66234,5.158,7.18,8.81,2537.0004,18.27,7.56,22.666,7.68,8.24,9.0,2564000.0,671.0747
1995-03-20,4083.679931640625,1811.5999755859375,3124.199951171875,1984.989990234375,4249.7998046875,8594.400390625,810.489990234375,16129.9599609375,27480000.0,0.0,0.0,0.0,500700.0,0.0,277410000.0,0.0,495.5199890136719,496.1400146484375,301740000.0,13.510009765625,8.38,5.94,7.11,8.04,5.75,343000.0,6.39,6.71,-0.66171,5.175,6.95,8.62,2570.7464,18.13,7.37,22.036,7.48,8.0,9.0,2513000.0,674.4492
1995-03-27,4157.33984375,1836.0999755859375,3149.800048828125,1928.8199462890625,4307.39990234375,8687.5,822.6300048828125,16096.25,24330000.0,0.0,0.0,0.0,473700.0,0.0,315230000.0,0.0,500.9700012207031,503.20001220703125,296270000.0,9.529998779296875,8.4,5.97,7.16,8.1,5.72,332000.0,6.37,6.71,-0.65874,6.0,7.01,8.69,2545.0872,18.69,7.43,20.989,7.55,7.97,9.0,2530000.0,674.3145
1995-04-03,4168.41015625,1864.0,3143.10009765625,1934.9599609375,4277.2001953125,8400.400390625,818.0499877929688,15381.2900390625,25610000.0,0.0,0.0,0.0,528100.0,0.0,273920000.0,0.0,500.70001220703125,501.8500061035156,296430000.0,12.449981689453125,8.38,6.06,7.15,8.08,5.69,335000.0,6.38,6.73,-0.65717,4.6,7.01,8.65,2536.3228,19.12,7.4,24.757,7.51,7.96,9.0,2484000.0,675.0037
1995-04-10,4198.14990234375,1880.9000244140625,3204.199951171875,1980.81005859375,4247.10009765625,8469.7998046875,821.260009765625,16163.08984375,22090000.0,0.0,0.0,0.0,452300.0,0.0,300920000.0,0.0,506.29998779296875,507.010009765625,260980000.0,11.489990234375,8.41,6.2,7.12,8.05,5.7,347000.0,6.38,6.69,-0.65877,5.138,6.96,8.62,2546.7069,19.43,7.38,24.181,7.48,7.99,9.0,2500000.0,673.3816
1995-04-17,4195.3798828125,1881.0999755859375,3208.800048828125,1982.989990234375,4302.7001953125,8662.0,830.8200073242188,16304.150390625,30900000.0,0.0,0.0,0.0,495100.0,0.0,366500000.0,0.0,509.2300109863281,506.1300048828125,333930000.0,6.65997314453125,8.37,5.98,7.08,8.04,5.63,355000.0,6.28,6.61,-0.6657,4.978,6.89,8.62,2548.7477,19.53,7.37,22.652,7.46,7.93,9.0,2505000.0,676.3998
1995-04-24,4303.97998046875,1918.5,3209.300048828125,1978.969970703125,4280.7001953125,8625.599609375,828.9099731445312,16804.05078125,33280000.0,0.0,0.0,0.0,578500.0,0.0,318700000.0,0.0,508.489990234375,512.8900146484375,326280000.0,6.65997314453125,8.24,6.07,7.03,8.02,5.61,349000.0,6.17,6.46,-0.67872,6.178,6.78,8.6,2547.491,20.26,7.37,24.389,7.46,7.8,9.0,2569000.0,675.9507
1995-05-01,4316.080078125,1918.5,3220.39990234375,2017.949951171875,4292.39990234375,8226.0,841.6300048828125,16811.4609375,27070000.0,0.0,0.0,0.0,656200.0,0.0,315660000.0,0.0,514.760009765625,514.260009765625,296830000.0,9.969970703125,8.26,5.99,7.03,8.0,5.67,365000.0,6.24,6.52,-0.69672,7.065,6.81,8.57,2566.8163,20.29,7.33,26.718,7.41,7.8,9.0,2539000.0,680.3003
1995-05-08,4383.8701171875,1927.4000244140625,3251.699951171875,2030.6500244140625,4295.2001953125,8488.400390625,849.2899780273438,17103.689453125,25670000.0,0.0,0.0,0.0,541800.0,0.0,320160000.0,0.0,520.0900268554688,523.9600219726562,291810000.0,14.500030517578125,8.27,6.05,6.93,7.89,5.65,364000.0,6.16,6.43,-0.71709,9.402,6.7,8.45,2559.5516,20.24,7.22,21.236,7.29,7.8,9.0,2535000.0,682.682
1995-05-15,4437.47021484375,1991.5,3310.699951171875,2092.0,4310.7998046875,9189.7998046875,863.0599975585938,16609.69921875,35130000.0,0.0,0.0,0.0,502000.0,0.0,350040000.0,0.0,525.5499877929688,527.739990234375,316240000.0,9.4599609375,7.87,6.0,6.66,7.69,5.64,366000.0,6.0,6.15,-0.73694,4.876,6.41,8.25,2567.9645,19.74,6.98,22.762,7.04,7.45,9.0,2567000.0,686.4896
1995-05-22,4395.6298828125,1979.5,3284.5,2096.8701171875,4367.2998046875,9058.7001953125,871.1799926757812,15789.1201171875,24330000.0,0.0,0.0,0.0,546900.0,0.0,344140000.0,0.0,519.1900024414062,523.6500244140625,285600000.0,12.010009765625,7.83,6.02,6.59,7.6,5.69,377000.0,5.98,6.15,-0.75162,5.582,6.4,8.15,2563.4474,19.98,6.9,20.9,6.95,7.39,9.0,2616000.0,685.4565
1995-05-29,4369.0,1927.800048828125,3311.10009765625,2069.260009765625,4432.2001953125,9316.2001953125,871.8699951171875,15574.0302734375,25460000.0,0.0,0.0,0.0,374600.0,0.0,302720000.0,0.0,528.5900268554688,523.6500244140625,291220000.0,14.8399658203125,7.85,5.99,6.49,7.51,5.69,374000.0,5.92,6.06,-0.75894,4.823,6.28,8.07,2579.48,19.37,6.81,21.893,6.86,7.4,9.0,2574000.0,686.5727
1995-06-05,4476.5498046875,1971.300048828125,3376.60009765625,2132.719970703125,4463.5,9570.400390625,882.8499755859375,15897.3203125,35950000.0,0.0,0.0,0.0,651400.0,0.0,372350000.0,0.0,532.510009765625,535.5999755859375,337520000.0,14.8399658203125,7.71,6.02,6.23,7.33,5.55,362000.0,5.71,5.76,-0.75707,5.32,5.98,7.91,2581.5103,18.92,6.62,20.762,6.66,7.24,9.0,2608000.0,688.0896
1995-06-12,4446.4599609375,1907.800048828125,3344.60009765625,2127.7900390625,4466.7998046875,9121.5,887.97998046875,14813.4599609375,24860000.0,0.0,0.0,0.0,502800.0,0.0,352760000.0,0.0,527.9400024414062,530.8800048828125,289920000.0,11.72998046875,7.51,6.03,6.2,7.28,5.56,367000.0,5.69,5.74,-0.74878,4.424,5.96,7.87,2592.4329,19.05,6.57,20.999,6.6,7.0,9.0,2614000.0,688.5282
1995-06-19,4553.68017578125,1918.4000244140625,3381.300048828125,2154.1298828125,4562.10009765625,9314.0,922.0900268554688,14700.0595703125,23840000.0,0.0,0.0,0.0,686100.0,0.0,407000000.0,0.0,539.8300170898438,545.219970703125,322990000.0,19.219970703125,7.55,6.02,6.21,7.37,5.48,378000.0,5.66,5.75,-0.73566,5.286,5.96,7.97,2588.9869,18.91,6.61,20.925,6.64,7.03,9.0,2603000.0,689.251
1995-06-26,4551.25,1902.4000244140625,3309.199951171875,2137.360107421875,4503.10009765625,9201.2998046875,926.97998046875,15145.3603515625,23260000.0,0.0,0.0,0.0,577800.0,0.0,384980000.0,0.0,549.7100219726562,544.1300048828125,296720000.0,13.95001220703125,7.53,6.0,6.1,7.27,5.42,358000.0,5.59,5.66,-0.72298,11.241,5.86,7.87,2592.955,17.88,6.53,22.024,6.54,7.01,9.0,2602000.0,691.2075
1995-07-03,4585.14990234375,1879.699951171875,3323.699951171875,2099.679931640625,4527.2001953125,9138.2001953125,934.530029296875,14485.41015625,11960000.0,0.0,0.0,0.0,512400.0,0.0,130770000.0,0.0,544.75,547.0900268554688,117900000.0,10.35003662109375,7.53,5.95,6.17,7.31,5.43,355000.0,5.65,5.75,-0.71288,6.977,5.95,7.91,2579.607,17.71,6.58,20.559,6.6,7.03,9.0,2596000.0,691.893
1995-07-10,4702.39013671875,1949.4000244140625,3455.0,2184.389892578125,4640.39990234375,9727.5,976.6300048828125,16242.66015625,31430000.0,0.0,0.0,0.0,744300.0,0.0,457320000.0,0.0,556.3699951171875,557.1900024414062,409700000.0,10.35003662109375,7.63,6.21,6.12,7.29,5.43,372000.0,5.53,5.67,-0.70698,13.727,5.85,7.9,2611.4095,17.28,6.57,20.545,6.59,7.11,9.0,2651000.0,697.3135
1995-07-17,4736.2900390625,1951.5,3442.60009765625,2201.360107421875,4700.39990234375,9634.0,1005.8900146484375,16842.470703125,26820000.0,0.0,0.0,0.0,466800.0,0.0,466420000.0,0.0,560.3400268554688,562.719970703125,322540000.0,9.8900146484375,7.41,5.81,6.09,7.26,5.39,389000.0,5.47,5.61,-0.70704,5.767,5.81,7.88,2608.2863,17.34,6.56,21.549,6.56,6.89,8.79,2677000.0,697.0796
1995-07-24,4668.669921875,1926.5999755859375,3431.60009765625,2232.02001953125,4620.60009765625,9288.0,978.5700073242188,16591.5,28140000.0,0.0,0.0,0.0,396300.0,0.0,404090000.0,0.0,553.6199951171875,556.6300048828125,315300000.0,20.42999267578125,7.6,5.72,6.37,7.48,5.43,390000.0,5.64,5.86,-0.71071,5.568,6.11,8.13,2605.5745,17.21,6.82,21.918,6.84,7.08,8.75,2605000.0,697.4984
1995-07-31,4708.47021484375,1920.0,3463.300048828125,2222.510009765625,4615.10009765625,9453.400390625,1001.2100219726562,16677.529296875,29250000.0,0.0,0.0,0.0,402200.0,0.0,385570000.0,0.0,562.9299926757812,562.0599975585938,291950000.0,14.49005126953125,7.79,5.75,6.46,7.56,5.44,351000.0,5.72,5.94,-0.71669,5.616,6.21,8.19,2634.5916,17.41,6.88,18.958,6.9,7.27,8.75,2585000.0,698.5985
1995-08-07,4693.31982421875,1950.4000244140625,3483.5,2244.56005859375,4613.89990234375,9318.400390625,995.219970703125,16615.4609375,19590000.0,0.0,0.0,0.0,373500.0,0.0,362450000.0,0.0,558.9400024414062,560.030029296875,277050000.0,11.52001953125,7.82,5.83,6.48,7.57,5.42,351000.0,5.68,5.91,-0.72493,6.377,6.19,8.19,2623.116,17.72,6.89,20.889,6.92,7.31,8.75,2592000.0,702.9491
1995-08-14,4659.85986328125,1946.199951171875,3441.39990234375,2211.030029296875,4598.5,8924.2998046875,1012.4400024414062,16916.5703125,23130000.0,0.0,0.0,0.0,427100.0,0.0,371320000.0,0.0,555.1099853515625,559.739990234375,264920000.0,8.550048828125,7.8,5.73,6.5,7.59,5.4,353000.0,5.71,5.95,-0.7339,5.134,6.24,8.22,2622.7941,17.81,6.92,20.577,6.95,7.31,8.75,2612000.0,703.5403
1995-08-21,4614.77978515625,1984.4000244140625,3535.699951171875,2269.60009765625,4608.2998046875,8900.5,1019.7000122070312,17871.05078125,34830000.0,0.0,0.0,0.0,532000.0,0.0,437980000.0,0.0,559.2100219726562,558.1099853515625,303200000.0,10.300048828125,7.94,5.74,6.57,7.64,5.44,362000.0,5.86,6.1,-0.7418,5.221,6.36,8.26,2624.6365,17.6,6.92,21.021,7.0,7.43,8.75,2615000.0,703.1153
1995-08-28,4594.0,1890.0999755859375,3524.89990234375,2240.31005859375,4576.7998046875,9080.400390625,1008.1500244140625,17847.2890625,22570000.0,0.0,0.0,0.0,506900.0,0.0,397790000.0,0.0,560.0999755859375,559.0499877929688,267860000.0,8.1400146484375,7.88,5.7,6.52,7.58,5.41,359000.0,5.81,6.04,-0.74792,5.541,6.28,8.2,2632.5971,19.02,6.85,19.837,6.93,7.39,8.75,2610000.0,702.2102
1995-09-04,4647.5400390625,1900.5,3522.699951171875,2263.080078125,4525.89990234375,9253.0,1019.469970703125,17748.51953125,21020000.0,0.0,0.0,0.0,456800.0,0.0,292450000.0,0.0,561.8800048828125,563.8400268554688,256730000.0,9.41998291015625,7.76,5.71,6.31,7.41,5.31,355000.0,5.66,5.86,-0.75036,4.923,6.08,8.04,2605.1873,17.88,6.68,20.947,6.74,7.27,8.75,2613000.0,701.5288
1995-09-11,4704.93994140625,1869.699951171875,3549.300048828125,2268.260009765625,4592.7998046875,9439.0,1066.56005859375,18486.109375,26090000.0,0.0,0.0,0.0,473600.0,0.0,441840000.0,0.0,572.6799926757812,573.9099731445312,296840000.0,9.41998291015625,7.63,5.77,6.2,7.33,5.33,371000.0,5.63,5.8,-0.74919,5.083,5.99,7.95,2637.3032,18.37,6.59,20.42,6.65,7.16,8.75,2636000.0,706.082
1995-09-18,4780.41015625,1871.699951171875,3533.300048828125,2289.489990234375,4549.39990234375,9770.099609375,1050.1800537109375,18319.16015625,32940000.0,0.0,0.0,0.0,551800.0,0.0,406980000.0,0.0,583.3499755859375,582.77001953125,326090000.0,15.79998779296875,7.6,5.73,6.15,7.29,5.31,376000.0,5.59,5.76,-0.74483,4.903,5.96,7.91,2620.347,18.72,6.51,21.653,6.61,7.12,8.75,2650000.0,704.956
1995-09-25,4769.93017578125,1800.5999755859375,3507.0,2212.969970703125,4521.2998046875,9497.900390625,1046.1500244140625,17566.4296875,34520000.0,0.0,0.0,0.0,611000.0,0.0,312670000.0,0.0,581.72998046875,581.8099975585938,273120000.0,8.53997802734375,7.57,5.78,6.17,7.31,5.22,353000.0,5.57,5.79,-0.73796,10.002,5.98,7.93,2636.2819,18.32,6.53,20.024,6.64,7.09,8.75,2626000.0,708.1277
1995-10-02,4761.259765625,1780.699951171875,3520.199951171875,2197.010009765625,4494.89990234375,9725.0,1027.5699462890625,17739.83984375,29050000.0,0.0,0.0,0.0,478300.0,0.0,393760000.0,0.0,584.4099731445312,581.719970703125,304990000.0,12.92999267578125,7.62,5.8,6.26,7.33,5.26,355000.0,5.69,5.89,-0.73093,6.651,6.08,7.95,2633.2421,17.55,6.57,20.368,6.7,7.16,8.75,2609000.0,705.8014
1995-10-09,4726.22021484375,1785.699951171875,3510.300048828125,2157.409912109375,4495.39990234375,9863.400390625,984.739990234375,18176.26953125,26780000.0,0.0,0.0,0.0,490100.0,0.0,403570000.0,0.0,582.489990234375,578.3699951171875,275320000.0,11.260009765625,7.57,6.0,6.1,7.2,5.3,374000.0,5.61,5.76,-0.72755,6.829,5.92,7.82,2641.818,17.29,6.45,19.807,6.55,7.09,8.75,2651000.0,703.6276
1995-10-16,4784.3798828125,1790.5,3557.300048828125,2193.85009765625,4503.39990234375,10009.2998046875,1018.1300048828125,18016.439453125,23080000.0,0.0,0.0,0.0,522000.0,0.0,325980000.0,0.0,584.5,583.030029296875,300750000.0,15.84002685546875,7.5,5.72,6.05,7.14,5.3,369000.0,5.6,5.72,-0.72828,5.63,5.88,7.76,2648.138,17.28,6.4,19.959,6.47,7.01,8.75,2688000.0,704.4804
1995-10-23,4755.47998046875,1721.0999755859375,3531.5,2116.860107421875,4315.5,9880.5,1036.9200439453125,18156.240234375,28010000.0,0.0,0.0,0.0,646100.0,0.0,368550000.0,0.0,587.4600219726562,585.0599975585938,330750000.0,8.75994873046875,7.38,5.71,5.99,7.08,5.27,366000.0,5.59,5.68,-0.73411,4.941,5.83,7.7,2621.5357,17.51,6.32,20.748,6.38,6.92,8.75,2640000.0,703.7154
1995-10-30,4756.56982421875,1795.300048828125,3510.0,2149.7099609375,4379.7998046875,9672.400390625,1039.68994140625,17509.169921875,24460000.0,0.0,0.0,0.0,449800.0,0.0,416390000.0,0.0,579.7000122070312,583.25,319160000.0,18.12994384765625,7.45,5.76,6.04,7.1,5.24,377000.0,5.58,5.67,-0.7444,5.275,5.84,7.73,2649.1563,17.56,6.35,20.239,6.4,7.01,8.75,2674000.0,706.938
1995-11-06,4814.009765625,1822.5999755859375,3514.800048828125,2168.570068359375,4590.7001953125,9736.099609375,1062.1400146484375,18036.970703125,25060000.0,0.0,0.0,0.0,656800.0,0.0,390760000.0,0.0,590.5700073242188,588.4600219726562,309100000.0,17.42999267578125,7.44,5.76,5.98,7.05,5.31,380000.0,5.48,5.54,-0.75862,5.228,5.75,7.7,2662.8769,17.79,6.3,19.427,6.36,6.97,8.75,2649000.0,711.9393
1995-11-13,4872.89990234375,1838.199951171875,3536.800048828125,2195.14990234375,4592.7001953125,9385.2001953125,1058.4599609375,17789.4609375,25470000.0,0.0,0.0,0.0,571300.0,0.0,395980000.0,0.0,592.719970703125,592.2999877929688,295840000.0,9.6600341796875,7.37,5.71,5.97,7.04,5.38,370000.0,5.45,5.51,-0.77377,4.948,5.73,7.71,2630.6456,17.76,6.29,19.159,6.35,6.87,8.75,2674000.0,711.0999
1995-11-20,4983.08984375,1881.4000244140625,3628.800048828125,2204.010009765625,4600.7998046875,9373.900390625,1029.469970703125,18383.8203125,27370000.0,0.0,0.0,0.0,574200.0,0.0,438110000.0,0.0,600.0700073242188,596.8499755859375,333150000.0,12.0400390625,7.35,5.74,5.96,7.02,5.38,379000.0,5.43,5.48,-0.78603,6.024,5.71,7.69,2650.8681,18.06,6.27,19.85,6.34,6.86,8.75,2653000.0,712.05
1995-11-27,5070.8798828125,1889.800048828125,3649.0,2247.969970703125,4660.0,9523.900390625,1029.3199462890625,18543.140625,30890000.0,0.0,0.0,0.0,697200.0,0.0,439220000.0,0.0,599.969970703125,601.3200073242188,359130000.0,12.35003662109375,7.35,5.81,5.92,7.03,5.35,379000.0,5.44,5.49,-0.79425,5.125,5.7,7.71,2643.043,17.99,6.26,20.702,6.36,6.85,8.75,2712000.0,713.3106
1995-12-04,5139.52001953125,1774.9000244140625,3669.699951171875,2261.080078125,4711.89990234375,9940.599609375,1069.7900390625,18897.369140625,30260000.0,0.0,0.0,0.0,685800.0,0.0,505030000.0,0.0,606.97998046875,613.6799926757812,405480000.0,15.42999267578125,7.33,5.91,5.82,6.94,5.33,373000.0,5.39,5.4,-0.79666,5.614,5.59,7.61,2608.059,18.32,6.19,19.953,6.25,6.85,8.75,2623000.0,713.5765
1995-12-11,5184.31982421875,1849.5999755859375,3652.10009765625,2280.389892578125,4739.7998046875,9835.2001953125,1061.5,19226.779296875,25470000.0,0.0,0.0,0.0,732100.0,0.0,423760000.0,0.0,617.47998046875,619.52001953125,342070000.0,15.739990234375,7.18,5.75,5.68,6.81,5.32,346000.0,5.35,5.33,-0.79381,5.942,5.49,7.48,2644.2515,18.74,6.04,20.931,6.1,6.74,8.75,2629000.0,714.8679
1995-12-18,5075.2099609375,1820.5,3596.10009765625,2240.239990234375,4613.39990234375,9806.599609375,1002.5599975585938,19311.080078125,36780000.0,0.0,0.0,0.0,737300.0,0.0,576640000.0,0.0,616.3400268554688,606.8099975585938,426270000.0,16.75,7.15,5.73,5.73,6.83,5.26,373000.0,5.35,5.38,-0.78671,5.559,5.55,7.5,2638.2647,19.02,6.07,18.676,6.13,6.71,8.75,2631000.0,713.9334
1995-12-25,5097.97021484375,1873.4000244140625,3658.300048828125,2280.81005859375,4710.7001953125,9932.2001953125,1046.8900146484375,19775.41015625,21360000.0,0.0,0.0,0.0,647200.0,0.0,420600000.0,0.0,610.489990234375,611.9500122070312,289600000.0,17.83001708984375,7.23,5.9,5.78,6.87,5.02,374000.0,5.3,5.35,-0.77945,8.633,5.56,7.54,2650.8448,19.12,6.12,20.464,6.19,6.73,8.71,2622000.0,713.1752
1996-01-01,5117.1201171875,1872.0,3689.300048828125,2260.68994140625,4713.5,10073.400390625,1052.1300048828125,19868.150390625,21530000.0,0.0,0.0,0.0,436100.0,0.0,541910000.0,0.0,614.1199951171875,615.9299926757812,321250000.0,17.83001708984375,7.11,5.48,5.64,6.76,4.89,359000.0,5.21,5.22,-0.77578,7.169,5.44,7.42,2654.1146,19.44,6.0,20.13,6.06,6.65,8.5,2558000.0,715.4622
1996-01-08,5197.7001953125,1916.5999755859375,3720.60009765625,2336.760009765625,4855.39990234375,10466.7001953125,1032.3699951171875,20563.580078125,11090000.0,0.0,0.0,0.0,708000.0,0.0,142690000.0,0.0,616.7100219726562,618.4600219726562,130360000.0,12.469970703125,7.02,5.35,5.63,6.75,5.02,361000.0,5.18,5.18,-0.78027,6.306,5.39,7.42,2684.4137,19.99,6.0,22.993,6.06,6.56,8.5,2549000.0,719.9295
1996-01-15,5043.77978515625,1924.4000244140625,3662.699951171875,2361.3798828125,4739.7001953125,10634.5,988.5700073242188,20287.419921875,29900000.0,0.0,0.0,0.0,631800.0,0.0,422660000.0,0.0,601.8099975585938,599.8200073242188,306180000.0,21.86004638671875,7.08,5.53,5.74,6.86,5.03,333000.0,5.17,5.2,-0.79199,5.313,5.44,7.52,2683.7708,19.43,6.12,21.004,6.18,6.59,8.5,2702000.0,720.314
1996-01-22,5219.35986328125,1954.4000244140625,3754.199951171875,2391.739990234375,4849.0,10955.2998046875,1029.43994140625,20196.529296875,37580000.0,0.0,0.0,0.0,33100.0,0.0,484430000.0,0.0,611.8300170898438,613.4000244140625,398040000.0,15.989990234375,7.02,5.61,5.58,6.8,4.98,415000.0,5.03,5.04,-0.81071,5.548,5.3,7.45,2687.2297,18.64,6.01,18.001,6.06,6.53,8.5,2707000.0,721.0895
1996-01-29,5304.97998046875,1980.699951171875,3734.60009765625,2437.699951171875,4949.2001953125,11059.0,1042.510009765625,20589.19921875,28030000.0,0.0,0.0,0.0,852900.0,0.0,434380000.0,0.0,621.6199951171875,624.219970703125,363330000.0,17.4599609375,7.0,5.44,5.65,6.81,4.97,387000.0,5.05,5.09,-0.8337,7.218,5.35,7.47,2668.7331,18.35,6.06,14.738,6.11,6.5,8.5,2637000.0,722.6967
1996-02-05,5407.58984375,1985.5999755859375,3746.60009765625,2416.840087890625,5033.2998046875,11484.099609375,1083.3399658203125,20653.380859375,29360000.0,0.0,0.0,0.0,955500.0,0.0,512040000.0,0.0,635.8400268554688,641.4299926757812,377760000.0,26.16998291015625,7.02,5.53,5.64,6.82,4.93,374000.0,4.93,4.98,-0.85468,6.963,5.28,7.46,2684.1496,17.64,6.08,15.685,6.11,6.52,8.5,2750000.0,723.8686
1996-02-12,5600.14990234375,1967.699951171875,3726.60009765625,2428.590087890625,5049.89990234375,11256.599609375,1095.3800048828125,20934.8203125,37010000.0,0.0,0.0,0.0,885000.0,0.0,494040000.0,0.0,656.3699951171875,661.4500122070312,397890000.0,29.239990234375,7.02,5.21,5.67,6.87,4.81,387000.0,4.85,4.91,-0.86796,5.493,5.27,7.5,2676.5992,17.72,6.13,15.392,6.17,6.51,8.25,2672000.0,723.2777
1996-02-19,5503.31982421875,1939.699951171875,3744.300048828125,2387.60009765625,5026.39990234375,11595.0,1090.7099609375,20721.25,43490000.0,0.0,0.0,0.0,648800.0,0.0,459680000.0,0.0,651.3200073242188,647.97998046875,445570000.0,17.239990234375,6.94,5.09,5.65,6.86,4.79,383000.0,4.81,4.84,-0.87113,5.204,5.2,7.5,2672.8862,18.8,6.11,15.71,6.16,6.44,8.25,2694000.0,724.0897
1996-02-26,5565.10009765625,1960.9000244140625,3704.199951171875,2438.72998046875,4957.10009765625,11210.400390625,1113.050048828125,20480.26953125,31720000.0,0.0,0.0,0.0,543900.0,0.0,473800000.0,0.0,659.0800170898438,650.4600219726562,399330000.0,17.239990234375,7.32,5.17,5.97,7.13,4.82,365000.0,5.04,5.15,-0.86332,5.137,5.52,7.77,2685.3826,21.45,6.39,16.421,6.46,6.77,8.25,2655000.0,724.9721
1996-03-04,5600.14990234375,2015.300048828125,3768.60009765625,2486.830078125,4979.89990234375,11254.099609375,1084.8800048828125,20063.880859375,31200000.0,0.0,0.0,0.0,758100.0,0.0,474380000.0,0.0,644.3699951171875,650.8099975585938,417270000.0,28.0,7.41,5.31,6.06,7.2,4.87,368000.0,5.14,5.32,-0.845,3.883,5.65,7.86,2669.8112,19.49,6.45,19.472,6.55,6.87,8.25,2688000.0,724.8563
1996-03-11,5581.0,1948.9000244140625,3674.5,2419.719970703125,4933.60009765625,10397.5,1080.5,19796.2890625,46980000.0,0.0,0.0,0.0,661100.0,0.0,457880000.0,0.0,633.5,640.02001953125,449500000.0,29.3399658203125,7.38,5.57,6.08,7.21,4.89,361000.0,5.15,5.4,-0.82095,4.312,5.71,7.9,2683.8581,19.72,6.47,18.156,6.57,6.87,8.25,2647000.0,724.4341
