,Close_^DJI,Close_^FCHI,Close_^FTSE,Close_^GDAXI,Close_^GSPTSE,Close_^HSI,Close_^IXIC,Close_^N225,Volume_^DJI,Volume_^FCHI,Volume_^FTSE,Volume_^GDAXI,Volume_^GSPTSE,Volume_^HSI,Volume_^IXIC,Volume_^N225,SP500_Open,SP500_Close,SP500_Volume,SP500_Wk_Vol,MORTGAGE30US,FF,WGS10YR,WAAA,WTB3MS,ICSA,WGS1YR,WGS2YR,NFCI,WTREGEN,WGS5YR,WBAA,DPSACBW027SBOG,WCOILWTICO,WGS30YR,WRESBAL,WGS20YR,MORTGAGE15US,WPRIME,CCSA,TOTCI
2010-06-28,10138.51953125,3576.449951171875,5071.7001953125,6157.22021484375,11607.0,20726.6796875,2220.64990234375,9693.9404296875,164100000.0,110519000.0,845187300.0,81583500.0,142217200.0,1171423600.0,1876740000.0,91600000.0,1077.5,1074.5699462890625,3896410000.0,63.3399658203125,4.69,0.18,3.17,4.84,0.13,464000.0,0.29,0.69,-0.10947,45.852,1.96,6.22,7706.9967,77.06,4.1,1060.334,3.92,4.13,3.25,4484000.0,1191.6878
2010-07-05,9686.48046875,3332.4599609375,4823.5,5816.2001953125,11092.5,19842.19921875,2091.7900390625,9266.7802734375,199570000.0,82880200.0,539451500.0,58955400.0,542800.0,1251615800.0,1672320000.0,100700000.0,1027.6500244140625,1022.5800170898438,3968500000.0,80.02008056640625,4.58,0.15,2.99,4.69,0.17,454000.0,0.31,0.62,-0.14565,40.112,1.8,6.06,7677.7636,74.96,3.94,1043.38,3.76,4.04,3.25,4620000.0,1184.768
2010-07-12,10216.26953125,3567.659912109375,5167.0,6077.18994140625,11565.7998046875,20467.4296875,2198.360107421875,9548.1103515625,131490000.0,81693200.0,622994300.0,68496700.0,146214600.0,1675481300.0,1767970000.0,123600000.0,1077.22998046875,1078.75,3426990000.0,80.02008056640625,4.57,0.18,3.02,4.72,0.16,439000.0,0.31,0.63,-0.18979,25.984,1.8,6.08,7688.9782,74.39,3.97,1047.031,3.79,4.07,3.25,4482000.0,1190.5817
2010-07-19,10154.4296875,3486.330078125,5148.2998046875,6009.10986328125,11543.5,20090.94921875,2198.22998046875,9408.3603515625,176970000.0,98873200.0,687707400.0,80327500.0,157275100.0,1040734400.0,1735090000.0,134000000.0,1066.8499755859375,1071.25,4089500000.0,38.3499755859375,4.57,0.17,3.05,4.75,0.15,462000.0,0.28,0.63,-0.23477,18.262,1.81,6.08,7727.2117,76.35,4.02,1058.516,3.83,4.06,3.25,4545000.0,1188.5242
2010-07-26,10525.4296875,3636.179931640625,5351.10009765625,6194.2099609375,11746.099609375,20839.91015625,2296.429931640625,9503.66015625,178820000.0,120159000.0,772356100.0,73220100.0,134590600.0,1139652600.0,2164280000.0,90400000.0,1102.8900146484375,1115.010009765625,4009650000.0,58.1300048828125,4.56,0.19,2.97,4.69,0.16,465000.0,0.27,0.6,-0.27439,51.307,1.71,5.96,7728.2987,77.56,3.97,1036.195,3.76,4.03,3.25,4529000.0,1187.5454
2010-08-02,10674.3798828125,3752.030029296875,5397.10009765625,6292.1298828125,11713.400390625,21412.7890625,2295.360107421875,9570.3095703125,167640000.0,128950400.0,955430600.0,104821000.0,153668100.0,1646320600.0,1953200000.0,135600000.0,1107.530029296875,1125.8599853515625,4144180000.0,39.4200439453125,4.54,0.19,3.02,4.76,0.15,476000.0,0.3,0.6,-0.30366,41.603,1.73,5.94,7742.232,78.12,4.05,1045.219,3.83,4.0,3.25,4467000.0,1189.9833
2010-08-09,10698.75,3777.3701171875,5410.5,6351.60009765625,11863.599609375,21801.58984375,2305.68994140625,9572.490234375,166330000.0,90481000.0,635528400.0,70334800.0,146656100.0,999901600.0,1614580000.0,87800000.0,1122.800048828125,1127.7900390625,3979360000.0,41.22998046875,4.49,0.19,2.94,4.73,0.16,483000.0,0.27,0.54,-0.31902,27.377,1.58,5.86,7762.4948,81.79,4.04,1052.386,3.78,3.95,3.25,4478000.0,1188.1057
2010-08-16,10302.009765625,3597.60009765625,5276.10009765625,6110.56982421875,11552.7998046875,21112.119140625,2181.8701171875,9196.669921875,146040000.0,81349400.0,602793800.0,74503300.0,152054900.0,1053815500.0,1627620000.0,97000000.0,1077.489990234375,1079.3800048828125,3142450000.0,59.75,4.44,0.18,2.76,4.6,0.15,486000.0,0.25,0.54,-0.3198,36.113,1.48,5.78,7762.6095,78.17,3.95,1045.18,3.65,3.92,3.25,4432000.0,1190.4157
2010-08-23,10174.41015625,3553.22998046875,5234.7998046875,6010.91015625,11718.599609375,20889.009765625,2159.6298828125,9116.6904296875,173000000.0,84709800.0,582331200.0,66569300.0,162052800.0,857934200.0,1665900000.0,93600000.0,1073.3599853515625,1067.3599853515625,3210950000.0,36.22998046875,4.42,0.19,2.61,4.4,0.16,464000.0,0.25,0.5,-0.31365,28.343,1.44,5.56,7734.14,74.84,3.71,1041.298,3.42,3.9,3.25,4426000.0,1187.2002
2010-08-30,10009.73046875,3487.010009765625,5201.60009765625,5912.41015625,11895.599609375,20737.220703125,2119.969970703125,9149.259765625,150480000.0,70376000.0,791004500.0,57738000.0,137653900.0,1056592500.0,1585200000.0,114400000.0,1062.9000244140625,1048.9200439453125,2917990000.0,41.8800048828125,4.36,0.19,2.56,4.31,0.16,467000.0,0.26,0.52,-0.30942,18.823,1.41,5.51,7797.2851,72.91,3.61,1049.221,3.32,3.86,3.25,4509000.0,1186.6355
2010-09-06,10447.9296875,3684.72998046875,5439.2001953125,6155.0400390625,12144.900390625,21355.76953125,2233.75,9301.3203125,168600000.0,74534600.0,482717500.0,63508500.0,199106600.0,1599558900.0,1647790000.0,106700000.0,1093.6099853515625,1104.510009765625,3534500000.0,65.4000244140625,4.32,0.19,2.59,4.39,0.14,452000.0,0.25,0.5,-0.31333,23.113,1.41,5.59,7802.3002,74.02,3.66,1034.529,3.36,3.83,3.25,4501000.0,1187.1547
2010-09-13,10544.1298828125,3767.14990234375,5565.5,6261.68017578125,12149.900390625,21658.349609375,2285.7099609375,9321.8203125,190720000.0,131294400.0,882318800.0,93974100.0,189965700.0,2035235400.0,1937630000.0,108700000.0,1113.3800048828125,1121.9000244140625,4521050000.0,65.4000244140625,4.35,0.19,2.71,4.5,0.14,444000.0,0.26,0.54,-0.32856,23.062,1.51,5.67,7800.7295,74.82,3.78,1031.31,3.48,3.83,3.25,4487000.0,1189.353
2010-09-20,10753.6201171875,3788.010009765625,5602.5,6294.580078125,12234.5,21977.33984375,2355.830078125,9626.08984375,157120000.0,142000600.0,676518800.0,96805800.0,191041100.0,1215077100.0,1989520000.0,122900000.0,1126.5699462890625,1142.7099609375,3364080000.0,40.93994140625,4.37,0.19,2.74,4.59,0.15,459000.0,0.26,0.5,-0.3514,22.341,1.47,5.73,7817.2108,75.62,3.86,1026.976,3.55,3.82,3.25,4452000.0,1187.4299
2010-09-27,10812.0400390625,3766.159912109375,5573.39990234375,6278.89013671875,12190.599609375,22340.83984375,2369.77001953125,9603.1396484375,143910000.0,109771000.0,600635600.0,86116600.0,166245500.0,1522320100.0,1873120000.0,122500000.0,1148.6400146484375,1142.1600341796875,3587860000.0,27.489990234375,4.37,0.21,2.61,4.55,0.16,459000.0,0.25,0.45,-0.37679,77.377,1.36,5.66,7783.3845,73.76,3.78,975.434,3.48,3.82,3.25,4431000.0,1183.3969
2010-10-04,10751.26953125,3649.81005859375,5556.0,6134.2099609375,12322.900390625,22618.66015625,2344.52001953125,9381.0595703125,160370000.0,113094000.0,604252100.0,90481300.0,157341600.0,2591989000.0,1901980000.0,161200000.0,1144.9599609375,1137.030029296875,3604110000.0,25.4700927734375,4.32,0.2,2.52,4.52,0.16,446000.0,0.26,0.42,-0.40286,57.576,1.27,5.58,7775.073,78.41,3.69,995.183,3.38,3.75,3.25,4407000.0,1184.522
2010-10-11,11010.33984375,3768.489990234375,5672.39990234375,6309.509765625,12535.599609375,23207.310546875,2402.330078125,9588.8798828125,114830000.0,99536800.0,475637900.0,79124000.0,180405900.0,2067039600.0,1539990000.0,147900000.0,1165.3199462890625,1165.3199462890625,2505900000.0,36.81005859375,4.27,0.19,2.45,4.56,0.13,459000.0,0.24,0.38,-0.42755,58.125,1.17,5.59,7816.4161,82.29,3.72,985.331,3.38,3.72,3.25,4403000.0,1182.0393
2010-10-18,11143.6904296875,3834.5,5742.5,6516.6298828125,12668.0,23469.380859375,2480.659912109375,9498.490234375,190290000.0,88536800.0,610917600.0,91058500.0,148482300.0,2263839600.0,1724710000.0,104800000.0,1176.8299560546875,1184.7099609375,4450050000.0,29.9500732421875,4.19,0.18,2.5,4.7,0.14,444000.0,0.22,0.37,-0.44947,22.78,1.16,5.73,7823.4267,82.16,3.88,1022.21,3.52,3.62,3.25,4348000.0,1182.2545
2010-10-25,11164.0498046875,3870.0,5752.0,6639.2099609375,12663.599609375,23627.91015625,2490.85009765625,9401.16015625,168110000.0,90223000.0,772475900.0,75742000.0,171415200.0,1441732700.0,1746320000.0,98000000.0,1184.739990234375,1185.6199951171875,4221380000.0,36.4300537109375,4.21,0.19,2.54,4.71,0.14,432000.0,0.22,0.36,-0.46802,49.934,1.14,5.76,7840.004,81.15,3.92,983.14,3.56,3.64,3.25,4331000.0,1186.1887
2010-11-01,11124.6201171875,3841.110107421875,5694.60009765625,6604.85986328125,12664.7998046875,23652.939453125,2504.840087890625,9154.7197265625,150130000.0,88108800.0,641764000.0,75385200.0,158674900.0,1709508800.0,1904790000.0,125400000.0,1185.7099609375,1184.3800048828125,4129180000.0,24.4400634765625,4.23,0.19,2.67,4.77,0.13,453000.0,0.23,0.38,-0.48263,37.919,1.24,5.8,7858.1477,82.03,4.0,1003.206,3.66,3.66,3.25,4328000.0,1188.0107
2010-11-08,11406.83984375,3913.699951171875,5850.0,6750.5,13052.5,24964.369140625,2580.050048828125,9732.919921875,143990000.0,116917100.0,772245200.0,98820700.0,222268000.0,1811291000.0,1799330000.0,118200000.0,1223.239990234375,1223.25,3937230000.0,49.429931640625,4.24,0.2,2.61,4.75,0.13,434000.0,0.22,0.35,-0.49064,34.276,1.11,5.79,7861.1492,84.93,4.04,992.204,3.65,3.63,3.25,4270000.0,1185.8814
2010-11-15,11201.9697265625,3864.239990234375,5820.39990234375,6790.169921875,12735.400390625,24027.1796875,2513.820068359375,9827.509765625,155660000.0,108250800.0,620872900.0,95231800.0,177636900.0,1668533900.0,1852210000.0,128500000.0,1200.43994140625,1197.75,3503370000.0,33.0,4.17,0.18,2.68,4.9,0.13,432000.0,0.24,0.46,-0.48994,21.585,1.25,5.95,7866.4197,86.91,4.22,993.685,3.81,3.57,3.25,4176000.0,1187.2209
2010-11-22,11178.580078125,3818.889892578125,5680.7998046875,6822.0498046875,12929.0,23524.01953125,2532.02001953125,10115.1904296875,152850000.0,132362800.0,772790500.0,96805200.0,160171300.0,1649739600.0,1850570000.0,121800000.0,1198.0699462890625,1197.8399658203125,3689500000.0,37.5,4.39,0.19,2.89,4.98,0.14,407000.0,0.27,0.52,-0.48582,21.787,1.51,6.03,7896.8022,82.23,4.3,983.736,3.94,3.76,3.25,4218000.0,1186.805
2010-11-29,11052.490234375,3636.9599609375,5551.0,6697.97021484375,12895.7001953125,23166.220703125,2525.219970703125,10125.990234375,151530000.0,176573200.0,1016586000.0,123908800.0,208343200.0,1211558300.0,1683260000.0,124800000.0,1189.0799560546875,1187.760009765625,3673450000.0,27.2900390625,4.4,0.2,2.84,4.9,0.16,432000.0,0.27,0.5,-0.48154,29.391,1.48,5.95,7905.4489,82.28,4.22,1011.124,3.88,3.77,3.25,4118000.0,1186.8542
2010-12-06,11362.1904296875,3749.22998046875,5770.2998046875,6954.3798828125,13276.0,23237.689453125,2594.919921875,10167.23046875,122240000.0,110872600.0,760501400.0,84507200.0,207716900.0,1448276400.0,1617030000.0,95300000.0,1223.8699951171875,1223.1199951171875,3527370000.0,52.1600341796875,4.46,0.2,2.93,4.9,0.16,428000.0,0.28,0.51,-0.48263,35.378,1.59,5.95,7883.0932,86.75,4.22,1003.827,3.91,3.81,3.25,4137000.0,1187.5819
2010-12-13,11428.5595703125,3892.43994140625,5860.7998046875,7029.39013671875,13295.900390625,23317.609375,2624.909912109375,10293.8896484375,151190000.0,114030000.0,562916600.0,72037500.0,215552200.0,1108577600.0,1835330000.0,145300000.0,1242.52001953125,1240.4599609375,4361240000.0,29.9100341796875,4.61,0.18,3.18,5.03,0.14,425000.0,0.29,0.57,-0.49381,21.184,1.8,6.09,7878.9002,88.5,4.39,1050.689,4.11,3.96,3.25,4062000.0,1189.5508
2010-12-20,11478.1298828125,3885.080078125,5891.60009765625,7018.60009765625,13193.2998046875,22639.080078125,2649.56005859375,10216.41015625,125360000.0,100344000.0,536148500.0,73899400.0,173580200.0,1175563700.0,1707950000.0,113600000.0,1245.760009765625,1247.0799560546875,3548140000.0,17.6199951171875,4.83,0.17,3.42,5.08,0.14,424000.0,0.3,0.64,-0.511,30.093,2.03,6.18,7878.9794,88.27,4.5,1053.748,4.27,4.17,3.25,4113000.0,1192.307
2010-12-27,11555.0302734375,3862.18994140625,6008.89990234375,6970.72998046875,13383.2001953125,22833.80078125,2667.27001953125,10355.990234375,76820000.0,45835800.0,66767100.0,44519600.0,182400.0,531784200.0,1097100000.0,83100000.0,1254.6600341796875,1257.5400390625,1992470000.0,26.5400390625,4.81,0.2,3.37,5.0,0.14,404000.0,0.3,0.64,-0.53267,91.479,2.02,6.09,7870.1833,89.66,4.45,1013.048,4.23,4.15,3.25,4088000.0,1195.4867
2011-01-03,11670.75,3900.860107421875,5899.89990234375,6989.740234375,13443.2001953125,23436.05078125,2691.52001953125,10228.919921875,203420000.0,72025000.0,197447000.0,61893200.0,80432400.0,1066929900.0,1919660000.0,107800000.0,1257.6199951171875,1271.8699951171875,4286670000.0,26.5400390625,4.86,0.19,3.38,4.98,0.14,413000.0,0.3,0.67,-0.55416,87.472,2.07,6.07,7848.438,90.97,4.43,1027.089,4.21,4.2,3.25,3898000.0,1192.6578
2011-01-10,11637.4501953125,3802.030029296875,5956.2998046875,6857.06005859375,13245.099609375,23527.259765625,2707.800048828125,10541.0400390625,150340000.0,123908000.0,662691000.0,93167900.0,179375700.0,1087090700.0,1868870000.0,161800000.0,1270.8399658203125,1269.75,4036450000.0,23.9801025390625,4.77,0.16,3.4,5.01,0.14,434000.0,0.29,0.65,-0.57333,115.386,2.04,6.09,7883.9389,89.54,4.48,1001.783,4.26,4.13,3.25,3907000.0,1192.9851
2011-01-17,11787.3798828125,3975.409912109375,5985.7001953125,7078.06005859375,13440.099609375,24156.970703125,2755.300048828125,10502.8603515625,200770000.0,79477600.0,599125200.0,79250900.0,931000.0,1209066000.0,2020210000.0,126700000.0,1282.9000244140625,1293.239990234375,4661590000.0,31.5400390625,4.71,0.17,3.36,5.01,0.15,421000.0,0.27,0.6,-0.58996,89.107,1.96,6.07,7902.8127,91.02,4.5,1066.028,4.26,4.08,3.25,3974000.0,1197.5465
2011-01-24,11980.51953125,4033.2099609375,5943.89990234375,7067.77001953125,13347.599609375,23801.779296875,2717.550048828125,10345.1103515625,184000000.0,113053200.0,918501600.0,121571600.0,185934400.0,1201912500.0,1871300000.0,134100000.0,1283.2900390625,1290.8399658203125,3902470000.0,31.5400390625,4.74,0.17,3.42,5.07,0.16,446000.0,0.27,0.62,-0.60523,58.958,2.01,6.12,7883.3485,89.75,4.57,1071.206,4.32,4.05,3.25,3926000.0,1197.2169
2011-01-31,11891.9296875,4005.5,5862.89990234375,7077.47998046875,13552.0,23447.33984375,2700.080078125,10237.919921875,206580000.0,149667400.0,931414900.0,93018500.0,231294400.0,1962800000.0,1952310000.0,146000000.0,1276.5,1286.1199951171875,4167160000.0,27.570068359375,4.8,0.17,3.4,5.06,0.16,420000.0,0.26,0.6,-0.61806,91.704,1.98,6.08,7910.9012,86.11,4.54,1078.051,4.29,4.09,3.25,3887000.0,1195.1935
2011-02-07,12161.6298828125,4090.800048828125,6051.0,7283.6201171875,13811.900390625,23553.58984375,2783.989990234375,10592.0400390625,132960000.0,135168800.0,694875000.0,93205600.0,240762100.0,1480979600.0,1768090000.0,162300000.0,1311.8499755859375,1319.050048828125,3902270000.0,47.75,4.81,0.17,3.54,5.19,0.15,402000.0,0.28,0.67,-0.62623,97.314,2.1,6.17,7899.1313,89.52,4.65,1087.983,4.41,4.08,3.25,3928000.0,1197.0427
2011-02-14,12268.1904296875,4096.6201171875,6060.10009765625,7396.6298828125,13910.7998046875,23121.060546875,2817.179931640625,10725.5400390625,146350000.0,179200200.0,635408300.0,69641000.0,198345900.0,1623695500.0,1964780000.0,140600000.0,1328.72998046875,1332.3199462890625,3567040000.0,31.2899169921875,5.05,0.17,3.68,5.28,0.14,425000.0,0.3,0.83,-0.62733,81.217,2.36,6.22,7913.3051,85.51,4.73,1152.388,4.52,4.29,3.25,3839000.0,1196.2923
2011-02-21,12391.25,4097.41015625,6014.7998046875,7321.81005859375,14123.099609375,23485.419921875,2833.949951171875,10857.5302734375,230040000.0,123263600.0,629790600.0,100847900.0,242268500.0,1226047400.0,2109460000.0,136400000.0,1340.3800048828125,1343.010009765625,1162310000.0,32.3299560546875,5.0,0.15,3.6,5.26,0.11,394000.0,0.29,0.83,-0.61843,46.423,2.34,6.15,7928.1218,84.13,4.67,1224.078,4.45,4.27,3.25,3821000.0,1199.6108
2011-02-28,12226.33984375,4110.35009765625,5994.0,7272.31982421875,14136.5,23338.01953125,2782.27001953125,10624.08984375,199560000.0,130304200.0,955595700.0,101476200.0,287666000.0,1782741200.0,2009500000.0,186600000.0,1321.6099853515625,1327.219970703125,1252850000.0,32.3299560546875,4.95,0.15,3.46,5.17,0.13,385000.0,0.27,0.73,-0.60029,40.558,2.18,6.06,7958.2831,95.26,4.56,1265.869,4.31,4.22,3.25,3809000.0,1201.2668
2011-03-07,12090.0302734375,3990.409912109375,5973.7998046875,7161.93017578125,14092.400390625,23313.189453125,2745.6298828125,10505.01953125,176200000.0,76137000.0,651065500.0,86671800.0,211330300.0,1321120200.0,2189970000.0,149400000.0,1322.719970703125,1310.1300048828125,3964730000.0,29.7000732421875,4.87,0.15,3.47,5.14,0.13,414000.0,0.26,0.7,-0.581,47.058,2.17,6.05,7977.3698,101.05,4.55,1292.382,4.31,4.15,3.25,3772000.0,1204.3978
2011-03-14,11993.16015625,3878.0400390625,5775.2001953125,6866.6298828125,13619.2001953125,23345.880859375,2700.969970703125,9620.490234375,163000000.0,98051600.0,830598200.0,170810200.0,249150400.0,1201157200.0,1782070000.0,349800000.0,1301.18994140625,1296.3900146484375,4050370000.0,44.7099609375,4.88,0.15,3.46,5.17,0.1,404000.0,0.25,0.68,-0.56503,35.841,2.14,6.08,7980.2442,103.74,4.59,1358.776,4.33,4.15,3.25,3772000.0,1202.3435
2011-03-21,12036.5302734375,3904.449951171875,5786.10009765625,6816.1201171875,14013.7001953125,22685.220703125,2692.090087890625,9206.75,143390000.0,84480400.0,764087000.0,218418400.0,184426100.0,1744941600.0,1751060000.0,245400000.0,1281.6500244140625,1298.3800048828125,4223730000.0,59.2999267578125,4.76,0.14,3.29,5.07,0.09,407000.0,0.23,0.61,-0.55765,42.088,1.95,5.98,7989.3442,99.79,4.44,1395.33,4.18,3.97,3.25,3752000.0,1207.6902
2011-03-28,12197.8798828125,3976.949951171875,5904.5,6938.6298828125,13892.7001953125,23068.189453125,2730.679931640625,9478.5302734375,123070000.0,121680800.0,526577800.0,72637400.0,177978500.0,1989092000.0,1669260000.0,192700000.0,1315.449951171875,1310.18994140625,3215170000.0,43.5599365234375,4.81,0.14,3.38,5.1,0.09,399000.0,0.26,0.71,-0.56339,87.28,2.1,6.0,8001.3904,104.41,4.46,1391.98,4.22,4.04,3.25,3766000.0,1208.4172
2011-04-04,12400.0302734375,4042.919921875,6017.0,7175.330078125,14218.400390625,24150.580078125,2789.18994140625,9718.8896484375,114660000.0,100169600.0,683415100.0,79269800.0,226202900.0,2068546000.0,1705920000.0,171800000.0,1333.56005859375,1332.8699951171875,4223740000.0,32.5899658203125,4.86,0.13,3.47,5.15,0.09,395000.0,0.3,0.8,-0.57683,58.515,2.23,6.05,7996.5048,105.08,4.51,1450.291,4.29,4.09,3.25,3756000.0,1208.477
2011-04-11,12381.1103515625,4038.699951171875,6053.39990234375,7204.85986328125,13996.900390625,24303.0703125,2771.510009765625,9719.7001953125,109950000.0,96334600.0,659149200.0,108138900.0,177510000.0,1506797100.0,2053190000.0,147500000.0,1329.010009765625,1324.4599609375,3478970000.0,18.39990234375,4.87,0.1,3.54,5.19,0.05,416000.0,0.27,0.82,-0.59357,54.802,2.28,6.1,8045.64,109.29,4.57,1472.385,4.35,4.1,3.25,3751000.0,1210.6411
2011-04-18,12201.58984375,3881.239990234375,5870.10009765625,7026.85009765625,13702.2998046875,23830.310546875,2735.3798828125,9556.650390625,190220000.0,177310600.0,872742500.0,163927600.0,183792800.0,1280807700.0,1786230000.0,110100000.0,1313.3499755859375,1305.1400146484375,4223740000.0,44.760009765625,4.91,0.09,3.51,5.16,0.06,402000.0,0.24,0.77,-0.60703,25.419,2.22,6.07,8055.5549,107.75,4.55,1522.249,4.33,4.13,3.25,3717000.0,1209.2724
2011-04-25,12479.8798828125,4021.8798828125,6018.2998046875,7295.490234375,13907.2998046875,24138.310546875,2825.8798828125,9671.9599609375,128660000.0,117981600.0,739317000.0,115546600.0,191204700.0,1515002500.0,1480600000.0,100600000.0,1337.1400146484375,1335.25,2142130000.0,42.7900390625,4.8,0.11,3.41,5.16,0.06,422000.0,0.24,0.69,-0.61416,73.268,2.12,5.97,8074.6202,109.11,4.46,1486.65,4.23,4.02,3.25,3796000.0,1217.4023
2011-05-02,12807.3603515625,4108.77001953125,6069.89990234375,7527.64013671875,13934.5,23720.810546875,2864.080078125,10004.2001953125,150960000.0,73176600.0,741068000.0,92276200.0,15914000.0,1468492700.0,2062630000.0,127800000.0,1365.2099609375,1361.219970703125,3846250000.0,42.7900390625,4.78,0.1,3.36,5.13,0.06,468000.0,0.22,0.64,-0.61507,104.152,2.04,5.93,8096.8258,112.3,4.42,1471.501,4.18,3.97,3.25,3834000.0,1217.7201
2011-05-09,12684.6796875,4007.260009765625,5942.7001953125,7410.52001953125,13677.099609375,23336.0,2843.25,9794.3798828125,133940000.0,156322200.0,803357200.0,121918900.0,175743100.0,1008557600.0,1649110000.0,110700000.0,1340.199951171875,1346.2900390625,4265250000.0,41.409912109375,4.71,0.09,3.24,5.0,0.03,435000.0,0.2,0.59,-0.611,115.026,1.92,5.82,8138.6691,105.84,4.32,1467.32,4.07,3.89,3.25,3787000.0,1222.7189
2011-05-16,12548.3701171875,3989.820068359375,5923.7001953125,7387.5400390625,13391.400390625,22960.630859375,2782.31005859375,9558.2998046875,192310000.0,132068800.0,686694200.0,154713300.0,184635900.0,1076063000.0,2066020000.0,126100000.0,1334.77001953125,1329.469970703125,3846250000.0,32.1199951171875,4.63,0.09,3.2,4.98,0.03,414000.0,0.18,0.57,-0.60211,99.593,1.87,5.83,8163.8934,99.87,4.33,1517.084,4.05,3.82,3.25,3781000.0,1229.9296
2011-05-23,12381.259765625,3906.97998046875,5835.89990234375,7121.52001953125,13652.2998046875,22711.01953125,2758.89990234375,9460.6298828125,150720000.0,147679000.0,852749200.0,185377900.0,202873200.0,1487178000.0,1795680000.0,131500000.0,1333.0699462890625,1317.3699951171875,3255580000.0,37.5899658203125,4.61,0.09,3.15,4.93,0.05,423000.0,0.19,0.55,-0.59056,91.448,1.83,5.76,8129.074,97.99,4.28,1547.236,3.99,3.8,3.25,3799000.0,1223.6782
2011-05-30,12441.580078125,3942.530029296875,5938.89990234375,7160.2998046875,13829.7001953125,23184.3203125,2796.860107421875,9504.9697265625,126030000.0,45500200.0,799337700.0,98879200.0,867000.0,792873800.0,1641320000.0,93700000.0,1325.68994140625,1331.0999755859375,3124560000.0,35.0198974609375,4.6,0.1,3.1,4.95,0.06,418000.0,0.19,0.52,-0.57482,84.259,1.77,5.74,8188.6808,99.55,4.26,1571.447,3.96,3.78,3.25,3728000.0,1229.8497
2011-06-06,12089.9599609375,3863.39990234375,5863.2001953125,7084.56982421875,13318.7001953125,22949.560546875,2702.56005859375,9380.349609375,166600000.0,109191200.0,650699800.0,113843000.0,157090900.0,1959514000.0,1878150000.0,140300000.0,1300.260009765625,1286.1700439453125,3555980000.0,35.0198974609375,4.55,0.1,3.01,4.95,0.05,423000.0,0.18,0.44,-0.55603,65.992,1.63,5.7,8208.4354,100.92,4.21,1599.81,3.89,3.74,3.25,3750000.0,1236.2632
2011-06-13,11952.9697265625,3807.610107421875,5773.5,7085.14013671875,12939.7001953125,22508.080078125,2639.68994140625,9448.2099609375,153370000.0,71744800.0,643227300.0,66730300.0,172657900.0,1273235900.0,1847050000.0,96400000.0,1271.31005859375,1271.8299560546875,4132520000.0,47.2999267578125,4.49,0.1,3.0,4.97,0.05,413000.0,0.18,0.41,-0.53578,38.188,1.58,5.73,8161.2739,100.05,4.22,1630.85,3.9,3.68,3.25,3746000.0,1232.0839
2011-06-20,12080.3798828125,3799.659912109375,5693.39990234375,7150.2099609375,12857.7001953125,21599.509765625,2629.659912109375,9354.3203125,127250000.0,111639000.0,746206400.0,103234800.0,197585700.0,1395417200.0,1625850000.0,121700000.0,1271.5,1278.3599853515625,3464660000.0,34.4300537109375,4.5,0.09,2.99,4.98,0.05,416000.0,0.18,0.4,-0.52044,41.336,1.58,5.73,8166.7161,95.87,4.21,1650.065,3.9,3.67,3.25,3752000.0,1234.5237
2011-06-27,12043.5595703125,3796.550048828125,5722.2998046875,7107.89990234375,12966.5,22041.76953125,2688.280029296875,9578.3095703125,177920000.0,105267400.0,835562500.0,149929900.0,162644000.0,1271935600.0,1710740000.0,119300000.0,1268.43994140625,1280.0999755859375,3479070000.0,35.739990234375,4.5,0.1,2.96,4.95,0.02,421000.0,0.17,0.37,-0.51217,122.935,1.52,5.72,8226.1249,92.7,4.19,1590.364,3.87,3.69,3.25,3719000.0,1231.7921
2011-07-04,12582.76953125,4003.110107421875,6017.5,7442.9599609375,13386.5,22770.470703125,2816.030029296875,9965.08984375,141870000.0,88648000.0,466358000.0,84661300.0,1049600.0,1537363400.0,1646380000.0,131400000.0,1320.6400146484375,1339.6700439453125,3796930000.0,78.1400146484375,4.51,0.08,3.11,5.11,0.02,418000.0,0.19,0.46,-0.51067,107.983,1.67,5.88,8217.2954,93.7,4.36,1617.276,4.05,3.69,3.25,3733000.0,1235.459
2011-07-11,12505.759765625,3807.510009765625,5929.2001953125,7230.25,13179.7998046875,22347.23046875,2802.6201171875,10069.5302734375,133250000.0,202009000.0,850417100.0,197080600.0,155022000.0,1525097000.0,1765920000.0,104900000.0,1343.31005859375,1319.489990234375,3879130000.0,78.1400146484375,4.6,0.08,3.12,5.07,0.02,408000.0,0.19,0.44,-0.50724,76.56,1.67,5.84,8254.1787,97.12,4.35,1650.63,4.05,3.75,3.25,3724000.0,1237.5201
2011-07-18,12385.16015625,3650.7099609375,5752.7998046875,7107.919921875,13254.099609375,21804.75,2765.110107421875,9974.4697265625,148950000.0,155673600.0,848623100.0,168925900.0,160497100.0,1224406100.0,1752220000.0,101300000.0,1315.93994140625,1305.43994140625,4118160000.0,56.469970703125,4.51,0.07,2.94,4.89,0.02,420000.0,0.16,0.37,-0.49098,50.339,1.48,5.71,8258.0607,96.72,4.21,1679.08,3.89,3.65,3.25,3734000.0,1239.392
